id,year,value
50,2012,0.0
50,2013,0.0
50,2014,0.0
50,2015,2470.88639
50,2016,2837.03522
50,2017,7594.04587
50,2018,22.26379
50,2019,0.0
50,2020,0.0
51,2005,114.55936
51,2006,172.30936
51,2007,234.04119
51,2008,235.81829
51,2009,215.25611
51,2010,250.09819
51,2011,46.60638
51,2012,115.01291
51,2013,328.8513
51,2014,124.45726
51,2015,367.73401
51,2016,307.74361
51,2017,453.86184
51,2018,421.90147
51,2019,443.86996
51,2020,5742.21524
52,2005,55.37058
52,2006,47.93225
52,2007,92.57233
52,2008,66.08417
52,2009,107.4324
52,2010,91.80133
52,2011,62.54704
52,2012,32.78134
52,2013,56.98326
52,2014,117.96717
52,2015,69.39406
52,2016,86.07478
52,2017,81.40221
52,2018,69.10925
64,2005,598.75713
64,2006,527.6331
64,2007,305.2112
64,2008,282.82642
64,2009,255.63098
64,2010,245.89622
64,2011,261.06048
64,2012,273.63084
64,2013,279.53501
64,2014,119.57276
64,2015,97.0884
64,2016,0.0
64,2017,35.34755
64,2018,33.17232
64,2019,0.0
68,2005,56.35068
68,2006,150.00539
68,2007,68.48851
68,2008,216.46875
68,2009,37.4731
68,2010,54.73886
68,2011,126.24529
68,2012,89.05107
68,2013,60.2305
68,2014,68.41666
68,2015,10.01741
68,2016,1.14375
68,2017,21.72268
68,2018,135.33686
68,2019,121.02531
68,2020,56.35669
70,2017,0.0
72,2013,0.0
72,2014,0.28727
72,2015,0.0
72,2016,0.0
72,2017,300.85439
72,2018,283.35908
76,2005,164.16618
76,2006,131.3571
76,2007,136.04363
76,2008,386.95638
76,2009,596.60552
76,2010,299.66425
76,2011,225.31141
76,2012,214.25704
76,2013,470.78905
76,2014,254.13604
76,2015,310.31816
76,2016,111.23065
76,2017,211.99224
84,2005,0.0
84,2007,2.67531
84,2008,1531.83279
84,2009,20.33974
84,2010,1532.25931
84,2011,0.0
90,2006,0.0
90,2007,4289.10191
90,2008,0.0
90,2009,13.18162
90,2010,262.13122
90,2011,6.32022
90,2012,37.00709
90,2013,1267.79252
90,2014,2425.1968
90,2015,29723.97317
90,2016,9731.4567
90,2017,7882.69315
90,2018,29128.04156
90,2019,269.63768
90,2020,336.73136
100,2005,89.82024
100,2006,7.12305
100,2007,7.31653
100,2008,6.79677
100,2009,0.83292
100,2010,12.61848
100,2011,0.0
100,2012,118.60716
100,2013,2.36003
100,2014,71.29768
100,2015,20.71631
100,2016,30.9074
100,2017,94.68039
100,2018,8.87138
100,2019,6.17139
100,2020,0.13012
104,2005,188.51613
104,2006,184.02142
104,2007,92.09428
104,2008,39743.9635
104,2009,345.71152
104,2010,1095.60936
104,2011,922.09657
104,2012,644.66434
104,2013,704.45431
104,2014,130.50136
104,2015,1079.69767
104,2016,2010.48474
104,2017,1916.45126
104,2018,0.0
104,2019,373.06565
104,2020,3.33832
108,2015,462.79494
108,2016,303.96725
108,2017,529.78408
108,2018,902.40481
112,2015,0.0
112,2016,0.0
112,2017,0.0
112,2018,0.0
112,2019,0.0
112,2020,0.0
116,2005,72.137
116,2006,58.43725
116,2007,79.12308
116,2008,103.04069
116,2009,191.56206
116,2010,190.49476
116,2011,90.46571
116,2012,84.16521
116,2013,308.585
116,2014,43.60861
116,2015,171.32997
116,2016,133.72657
116,2017,276.28134
116,2018,0.0
116,2019,495.32718
116,2020,0.11962
120,2005,42.7512
120,2006,36.8839
120,2007,32.79553
120,2008,58.85566
120,2009,47.7619
120,2010,11.95015
120,2011,26.80916
120,2012,280.7488
120,2013,21.51988
120,2014,115.81214
120,2015,18.296
120,2016,14.33019
120,2017,1.95846
120,2018,5.86808
120,2019,308.78671
120,2020,102.97649
124,2017,0.0
124,2018,0.0
132,2006,0.0
132,2008,0.0
132,2009,0.82192
132,2014,180.59875
132,2015,0.0
132,2017,1.67442
144,2005,2427.63185
144,2006,3829.32823
144,2007,3520.16069
144,2008,8899.59004
144,2009,3550.21489
144,2010,5772.69166
144,2011,4018.72487
144,2012,5430.24725
144,2013,2786.43187
144,2014,13010.12609
144,2015,2403.43825
144,2016,34.62246
144,2017,219.75844
144,2018,6647.62806
144,2019,1147.67234
144,2020,294.29719
152,2005,124.02764
152,2006,101.76237
152,2007,111.99949
152,2008,146.08552
152,2009,0.0
152,2010,4233.64446
152,2011,32.76891
152,2012,6.35767
152,2013,0.0
152,2014,210.10122
152,2015,252.04459
152,2016,3.57238
152,2017,84.74449
152,2018,0.0
152,2019,0.0
152,2020,0.0
156,2015,631.63718
156,2016,885.2635
156,2017,479.2322
156,2018,465.37295
156,2019,453.07218
156,2020,505.73351
170,2005,592.62845
170,2006,525.65597
170,2007,384.98252
170,2008,1304.97645
170,2009,544.00479
170,2010,5206.61318
170,2011,4617.208
170,2012,988.99736
170,2013,595.38734
170,2014,520.73583
170,2015,437.33218
170,2016,1173.35568
170,2017,482.93615
170,2018,389.76013
170,2019,247.3678
170,2020,438.25765
174,2005,330.8815
174,2006,0.0
174,2007,0.0
174,2008,0.0
174,2009,10.45827
174,2011,65.35521
174,2012,9192.12364
174,2013,143.58756
174,2014,881.28885
174,2015,396.68937
174,2016,35.60118
174,2017,69.43212
174,2018,0.0
174,2019,6895.0077
184,2005,5878.34295
184,2007,0.0
184,2009,0.0
184,2010,24157.24228
184,2020,0.0
188,2005,523.88426
188,2006,5.23529
188,2007,110.24363
188,2008,22924.12801
188,2009,7.40602
188,2010,131.60872
188,2011,0.13066
188,2012,231.46939
188,2013,0.33947
188,2014,0.58662
188,2015,30.79326
188,2016,208.26637
188,2017,545.83332
188,2018,0.07995
188,2019,249.44647
188,2020,3328.99779
191,2016,0.0
191,2017,175.73384
192,2005,4805.45103
192,2006,48.45825
192,2007,1595.20161
192,2008,17276.29544
192,2012,7015.56492
192,2014,0.0
192,2015,0.0
192,2016,1236.14173
192,2017,4751.29098
192,2018,219.26865
196,2005,2.82195
196,2006,1.626
196,2007,13.81958
196,2008,2.03408
196,2009,108.00582
196,2010,27.50273
196,2011,41.51713
196,2012,0.79292
196,2013,0.17485
196,2014,114.0331
196,2015,7.57976
196,2016,0.85456
196,2017,0.0
196,2018,78.62019
196,2019,0.0
196,2020,0.0
203,2015,0.0
203,2016,0.0
203,2017,292.1851
204,2005,0.0
204,2006,0.0
204,2007,0.0
204,2008,0.0
204,2009,0.0
204,2010,11819.75858
204,2011,1366.84638
204,2012,480.94856
204,2013,54.16261
204,2014,48.21695
204,2015,222.58164
204,2016,1014.688
204,2017,624.89154
204,2018,1762.48627
204,2019,3116.43422
204,2020,539.82938
208,2015,0.0
208,2016,0.0
208,2017,0.0
208,2018,0.0
208,2019,0.0
208,2020,2874.09946
212,2007,4763.25128
212,2009,5.65395
212,2010,969.88548
212,2011,613.09362
212,2012,30.22496
212,2013,6073.96135
212,2014,12.77738
218,2005,52.22106
218,2006,89.5701
218,2007,60.13337
218,2008,410.64301
218,2009,55.97515
218,2010,0.0
218,2011,3.19001
218,2012,47.27796
218,2013,0.0
218,2014,0.0
218,2015,0.0
218,2016,495.62792
218,2017,142.8088
218,2018,0.0
218,2019,0.26639
218,2020,0.0
222,2005,420.54657
222,2006,299.2403
222,2007,256.24774
222,2008,663.95217
222,2009,112.78602
222,2010,456.73612
222,2011,964.17928
222,2012,24.30296
222,2013,12.91079
222,2014,21.92173
222,2015,0.0
226,2010,1.27167
226,2012,6.69129
226,2013,0.74321
226,2014,1.06926
226,2015,0.0
226,2016,117.43107
226,2017,19.88894
226,2018,0.0
226,2019,0.0
231,2005,7584.6735
231,2006,13827.71409
231,2007,4281.55325
231,2008,3115.50734
231,2009,6444.42828
231,2010,7983.47314
231,2011,3490.31934
231,2012,3916.52934
231,2013,3051.18013
231,2014,2216.55335
231,2015,8790.95299
231,2016,11035.84513
231,2017,10189.86438
231,2018,8561.16494
231,2019,8284.28014
233,2005,137.51361
233,2006,0.0
233,2007,0.0
233,2008,0.0
233,2009,0.0
233,2010,45.06281
233,2011,0.0
233,2012,0.0
233,2013,0.0
233,2014,0.0
233,2015,0.0
233,2016,0.0
233,2017,0.0
233,2018,0.0
242,2005,0.0
242,2006,8.66823
242,2007,1.6721
242,2008,110.03416
242,2009,1719.66898
242,2010,899.47962
242,2011,46.24643
242,2012,4320.22684
242,2014,0.0
242,2015,0.0
242,2016,72748.17907
242,2017,0.0
242,2018,17572.70806
242,2019,8775.73716
242,2020,26594.23745
246,2005,11.66698
246,2006,8.61872
246,2007,6.15038
246,2008,8.48617
246,2009,6.33476
246,2010,6.0462
246,2011,4.27677
246,2012,7.40785
246,2013,4.51271
246,2014,5.06236
246,2015,3.79562
246,2016,4.87716
246,2017,4.98809
246,2018,5.54294
246,2019,1.23198
250,2015,0.0
250,2016,6.54773
250,2017,17.34202
250,2018,12.74617
250,2019,0.0
258,2007,0.0
262,2005,5.61763
262,2006,14.72524
262,2007,1.48984
262,2008,9.18711
262,2009,17.03269
262,2010,4.64179
262,2011,17.80545
262,2012,1.49746
268,2017,2.76408
268,2018,5.30883
268,2019,2.17676
268,2020,5702.73302
270,2005,0.0
270,2006,0.0
270,2007,0.0
270,2008,52.17975
270,2009,954.33083
270,2010,3001.4516
270,2012,22466.95573
270,2013,177.68866
270,2015,119.91292
270,2016,1583.7444
270,2017,3023.3456
270,2018,4092.81594
270,2019,4115.75341
275,2005,0.19564
275,2006,0.19113
275,2007,0.0
275,2008,0.0
275,2009,26.98548
275,2010,10.75048
275,2011,0.0
275,2012,5.35179
275,2013,46.45183
275,2015,38.34085
275,2016,49.71908
275,2017,43.58429
275,2018,6.28346
276,2015,0.0
276,2017,0.0
276,2018,0.0
288,2011,0.04333
288,2012,18.78718
288,2013,0.02631
288,2014,0.0
288,2015,0.55298
288,2016,1.38684
288,2017,1.22933
288,2018,0.8712
288,2019,1337.95294
288,2020,71872.40128
296,2008,86.06723
296,2014,40.22416
296,2015,2276.2766
296,2016,0.0
296,2018,0.0
296,2019,2.56924
296,2020,13.61952
308,2005,29078.52243
308,2007,0.0
308,2008,0.0
308,2009,0.9453
308,2010,0.0
308,2011,72.10683
308,2012,0.0
308,2014,0.0
308,2019,0.0
316,2015,0.0
320,2005,0.0
320,2006,0.0
320,2007,0.0
320,2008,149.96007
320,2009,11.70133
320,2010,195.19817
320,2011,58.95091
320,2012,391.13506
320,2013,15.17061
320,2014,197.76212
320,2015,105.07497
320,2016,272.18321
320,2017,551.76049
320,2018,152.49691
320,2019,69.34301
320,2020,5462.65604
324,2014,0.0
324,2015,0.0
328,2005,75877.16656
328,2006,9181.28216
328,2007,61.45622
328,2008,56.6859
328,2009,51.11341
328,2010,100.51681
328,2011,585.74886
328,2012,42.18426
328,2013,116.98289
340,2005,549.7198
340,2006,73.72044
340,2007,577.48809
340,2008,1274.80454
340,2009,845.67549
340,2010,1289.03963
340,2011,1.08334
340,2012,11.79477
340,2013,10.26888
340,2014,5.47903
340,2015,5.68995
340,2016,9.82251
340,2017,21.53504
340,2018,9.5093
340,2019,0.0
340,2020,623.55902
348,2020,0.0
356,2005,0.0
356,2006,0.0
356,2007,0.0
356,2008,0.0
356,2009,0.0
356,2010,0.0
356,2011,0.0
356,2012,0.0
356,2013,0.0
356,2014,0.0
356,2015,14742.57505
356,2016,13705.7288
356,2017,13380.79392
356,2018,10738.61094
356,2019,4000.65099
356,2020,0.0
360,2005,259.03793
360,2006,920.10924
360,2007,486.08892
360,2008,171.70202
360,2009,1237.74396
360,2010,139.71016
360,2011,152.44677
360,2012,110.62352
360,2013,181.65881
360,2014,110.87352
360,2015,50.09236
360,2016,93.48869
360,2017,95.53922
360,2018,4200.03929
360,2019,431.9238
360,2020,1840.37488
364,2005,163.10948
364,2006,419.23609
364,2007,12.33731
364,2008,14.53953
364,2009,15.78886
364,2010,42.94051
364,2011,40.74364
368,2007,76.42995
368,2008,220.56199
368,2009,229.38015
368,2010,202.18699
368,2011,200.76895
368,2012,201.66832
368,2013,199.71903
368,2014,197.95056
368,2015,208.91385
368,2016,193.58224
368,2017,194.289
368,2018,37.89458
372,2015,0.0
372,2016,44.07937
372,2017,0.0
380,2010,0.0
380,2011,0.0
380,2012,0.0
380,2013,0.0
380,2014,0.0
380,2015,0.0
380,2016,0.0
380,2017,0.0
380,2018,0.13227
380,2019,0.11266
380,2020,0.0
384,2005,6.63597
384,2006,0.02666
384,2007,0.15648
384,2008,0.0
384,2009,0.87741
384,2010,9.99856
384,2011,0.0428
384,2012,0.0
384,2013,3.47255
384,2014,44.98032
384,2015,29.7811
388,2005,1019.92701
388,2006,9.65723
388,2007,4760.29982
388,2008,1068.52623
388,2009,3.32637
388,2010,268.71008
388,2011,1.8401
388,2012,1144.45936
388,2014,0.0
388,2020,0.0
392,2005,0.0
392,2006,0.0
392,2007,0.0
392,2008,0.0
392,2009,0.0
392,2010,0.0
392,2011,0.0
392,2012,0.0
392,2013,0.0
392,2014,0.0
392,2015,54.38226
392,2016,173.89704
392,2017,44.96331
392,2018,350.9673
392,2019,218.40006
392,2020,0.0
398,2005,2.88908
398,2006,0.0
398,2007,0.0
398,2008,0.0
398,2009,0.0
398,2010,0.0
398,2011,8.49571
398,2012,0.0
398,2013,0.0
398,2014,0.01734
398,2015,0.02276
398,2016,25.37168
398,2017,125.80447
398,2018,85.6706
398,2019,1.89996
398,2020,816.41248
400,2005,2.39667
400,2006,5.53306
400,2007,4.70029
400,2008,1.25536
400,2009,1.55624
400,2010,2.94118
400,2011,1.0725
400,2012,0.14811
400,2013,9.55139
400,2014,11.24489
400,2015,13.28198
400,2016,13.39049
400,2017,10.6038
400,2018,7.3334
400,2019,1.4948
400,2020,0.15681
404,2005,0.04096
404,2006,9.89401
404,2007,0.2997
404,2008,26.21382
404,2009,130.61528
404,2010,88.24743
404,2011,12.99496
404,2012,28.36494
404,2013,3.30185
404,2014,4.18629
404,2015,37.447
404,2016,5.14153
404,2017,0.05575
404,2019,1.52737
404,2020,4.69767
410,2005,31.14701
410,2006,56.79674
410,2007,38.44058
410,2008,11.9788
410,2009,36.21913
410,2010,193.85398
410,2011,175.36917
410,2012,54.44381
410,2013,11.08963
410,2014,23.89418
410,2015,1.05739
410,2016,17.80979
410,2017,42.9559
410,2018,25.56484
410,2019,17.75809
410,2020,254.17557
414,2005,0.0
414,2006,0.0
414,2007,0.0
414,2008,0.0
414,2009,0.0
414,2010,0.0
414,2011,0.0308
414,2012,0.0
414,2013,0.0
414,2014,0.0
414,2015,0.0
414,2016,0.0
414,2017,0.0
414,2020,0.0
417,2005,204.1433
417,2006,0.0
417,2007,0.0
417,2008,0.0
417,2009,0.0
417,2010,0.0
417,2011,0.0
417,2012,29.26932
417,2013,0.0
417,2014,0.0
417,2015,537.73473
417,2016,114.22876
417,2017,17.97987
417,2018,34.77872
417,2019,18.0
417,2020,1253.40421
418,2005,82.58464
418,2006,45.96246
418,2007,1286.11679
418,2008,745.15887
418,2009,1467.12572
418,2010,710.89463
418,2011,5895.19066
418,2012,48.47524
422,2005,0.08513
422,2006,0.02101
422,2007,1.27954
422,2008,9.75918
422,2009,1.39206
422,2010,0.0
422,2011,0.0
422,2012,1.46272
422,2013,0.52427
422,2014,0.25555
422,2015,0.0
422,2016,1.68867
422,2017,4.95305
422,2018,1.16806
422,2019,8.81018
422,2020,0.0
430,2014,0.0
430,2015,0.0
430,2016,0.0
430,2020,1609.76938
442,2014,0.0
442,2017,0.0
442,2018,0.0
450,2005,181.35739
450,2006,8.96704
450,2007,1352.9973
450,2008,3169.61849
450,2009,28.42611
450,2010,617.26656
450,2011,571.92868
450,2012,1855.90309
450,2013,982.56807
450,2014,19.7627
450,2015,174.77041
450,2016,172.48478
450,2017,2471.76132
450,2018,734.13183
454,2005,34972.02191
454,2006,26241.52352
454,2007,2349.96019
454,2008,9534.23958
454,2009,2408.70343
454,2010,1535.30928
454,2011,27651.78029
454,2012,26730.32521
454,2013,9862.77755
454,2014,5239.82496
454,2015,13185.1591
454,2016,1888.14637
454,2017,568.61125
454,2018,782.83528
454,2019,26971.95851
454,2020,667.91767
458,2005,39.00098
458,2006,118.79517
458,2007,163.47973
458,2008,23.37164
458,2009,50.7131
458,2010,34.56623
458,2011,54.3562
458,2012,224.76449
458,2013,488.9934
458,2014,1816.15188
458,2015,90.768
458,2016,256.44649
458,2017,555.49206
458,2018,159.01588
458,2019,549.51265
458,2020,636.36308
462,2005,316.64184
462,2006,1675.78148
462,2007,1374.51816
462,2008,38.43377
462,2017,14.71815
462,2019,0.0
466,2005,0.0
466,2006,52.80467
466,2007,244.8164
466,2008,34.07357
466,2009,142.47577
466,2010,442.45759
466,2011,87.31779
466,2012,518.30809
466,2013,71.82435
466,2014,36.08671
466,2017,1399.55702
466,2018,0.0
478,2017,0.0
480,2005,96.64405
480,2006,72.14461
480,2007,118.32497
480,2008,245.54937
480,2009,49.43746
480,2010,12.821
480,2011,7.9132
480,2012,17.63079
480,2013,311.12152
480,2014,9.54387
480,2020,0.0
484,2005,482.9479
484,2006,200.5872
484,2007,834.16552
484,2008,225.43452
484,2009,179.9967
484,2010,801.51442
484,2011,176.07739
484,2012,179.16518
484,2013,208.13155
484,2014,131.33293
484,2015,45.6434
484,2016,72.91465
484,2017,759.20869
484,2018,209.71025
484,2019,72.06483
484,2020,42.62933
492,2017,0.0
492,2018,0.0
492,2019,0.0
496,2005,216.49646
496,2006,223.3617
496,2007,267.54988
496,2008,374.04982
496,2009,234.43871
496,2010,329.08748
496,2011,246.40196
496,2012,309.37211
496,2013,325.02047
496,2014,281.94739
496,2015,1100.79934
496,2016,2804.16098
496,2017,267.91286
496,2018,357.05033
496,2019,218.81387
496,2020,185.31414
499,2005,364.52492
499,2006,54.30595
499,2007,16.60843
499,2008,376.74697
499,2009,94.0564
499,2010,579.71061
499,2011,39.64187
499,2012,1813.04112
499,2013,163.71354
499,2014,61.43356
499,2015,125.36988
499,2016,21.69361
499,2017,358.62738
499,2018,1211.68008
504,2005,0.01324
504,2006,0.0098
504,2007,0.08065
504,2008,0.07964
504,2009,27.03739
504,2010,0.94464
504,2011,0.07981
504,2012,0.0
504,2013,0.0
504,2014,0.26369
504,2015,0.25495
504,2016,2.92288
504,2017,0.07747
504,2018,4.36121
504,2019,2.11315
504,2020,0.07232
508,2005,113.39835
508,2006,131.44649
508,2007,1206.51301
508,2008,2017.40585
508,2009,117.91569
508,2010,15.12436
508,2011,76.35575
508,2012,146.88164
508,2015,1585.91967
508,2016,6065.55354
508,2017,1736.6548
508,2018,232.07503
508,2019,0.0
516,2008,10226.47157
516,2009,32188.79757
516,2011,6704.83158
516,2012,0.0
516,2013,0.35818
516,2015,26333.49376
516,2016,28072.61638
516,2017,87.12413
516,2018,400.08007
516,2019,86979.651
524,2005,44.9891
524,2006,253.23601
524,2007,255.68322
524,2008,418.39231
524,2009,277.21535
524,2010,698.8569
524,2011,52.81095
524,2012,145.60304
524,2013,99.7786
524,2014,1317.58411
524,2015,36487.26025
524,2016,297.48701
524,2017,3856.26248
524,2018,219.9127
524,2019,619.40336
524,2020,261.84074
528,2017,0.0
528,2018,0.0
528,2019,0.0
540,2009,0.0
540,2011,0.0
540,2017,1.44321
540,2018,0.0
540,2019,0.35366
540,2020,0.70055
548,2005,0.0
548,2006,0.0
548,2007,1.82262
548,2008,26.70227
548,2009,183.28382
548,2010,211.67067
548,2011,102.20145
548,2012,11.22222
548,2014,57.60019
548,2015,0.0
548,2017,322.24281
548,2018,8546.60701
548,2019,6.6065
548,2020,88950.79994
554,2005,0.0
554,2006,0.0
554,2007,0.0
554,2008,0.0
554,2009,0.0
554,2010,0.0
554,2011,0.0
554,2012,0.0
554,2013,0.0
554,2014,0.0
554,2015,174.33688
554,2016,1925.16833
554,2017,563.69553
554,2018,11.11452
554,2019,1.78536
554,2020,14.58953
558,2005,76.43382
558,2006,1.39651
558,2007,631.72778
558,2008,487.78672
558,2009,156.27779
558,2010,158.1715
558,2011,94.49376
558,2012,116.35545
558,2013,151.32466
562,2005,7872.32998
562,2006,2802.26072
562,2007,4908.94391
562,2008,1860.88592
562,2009,7204.86283
562,2010,8136.47938
562,2011,15379.22732
562,2012,3804.71893
562,2013,8133.48605
562,2014,952.51821
562,2015,26162.55482
562,2016,33849.47556
562,2017,26594.15226
562,2018,22497.98212
562,2019,96.07003
570,2012,0.0
570,2020,0.0
578,2017,399.32929
580,2014,0.0
580,2015,0.0
583,2006,0.0
583,2008,0.0
583,2009,0.0
583,2011,0.0
583,2015,7300.39192
583,2016,0.0
583,2017,0.0
583,2018,1213.96928
583,2019,29266.63215
583,2020,0.0
584,2006,0.0
584,2008,170.92191
584,2011,0.0
584,2013,0.0
584,2014,526.73163
584,2015,0.0
584,2016,51642.27398
584,2017,13222.8451
584,2018,0.0
584,2019,67429.17341
584,2020,106697.01644
585,2009,0.0
585,2011,0.0
585,2012,7507.79699
586,2005,80.03792
586,2006,466.47101
586,2007,0.0
586,2008,0.10079
586,2009,222.80908
586,2010,1.65139
586,2011,0.64361
586,2012,1.54955
586,2013,0.54428
586,2014,0.34459
586,2015,0.67945
586,2016,2.47045
586,2017,0.69402
586,2018,5.48387
586,2019,0.42204
586,2020,0.18289
591,2005,371.8671
591,2006,295.6653
591,2007,338.88578
591,2008,2201.52187
591,2009,221.47314
591,2010,1295.74537
591,2011,578.98615
591,2012,282.68448
591,2013,44.34946
591,2014,1672.48907
591,2015,62.99625
591,2016,98.11564
591,2017,69.22726
591,2018,81.52041
591,2019,33.79301
591,2020,88.23186
598,2005,0.03079
598,2006,3.24964
598,2007,826.67218
598,2008,521.67369
598,2009,8.11782
598,2010,0.0
598,2011,0.0
598,2012,2.25396
598,2013,3.38966
598,2014,0.0
598,2015,0.0
598,2019,23.92857
598,2020,41.2125
600,2005,6.90339
600,2006,100.50494
600,2007,3131.58928
600,2008,1338.86581
600,2009,8706.90805
600,2010,978.29881
600,2011,407.79309
600,2012,162.07914
600,2013,2645.4991
600,2014,4914.35479
600,2015,1202.41169
600,2016,0.0
600,2017,116.97461
600,2018,1729.79291
600,2019,2844.50508
604,2005,3425.64006
604,2006,3661.48194
604,2007,7580.6492
604,2008,5042.9836
604,2009,3343.58288
604,2010,3092.67216
604,2011,3610.323
604,2012,3985.12404
604,2013,2567.28565
604,2014,1105.37439
604,2015,4788.91916
604,2016,7340.07916
604,2017,7510.17297
604,2018,3598.38747
604,2019,636.64826
604,2020,1151.73358
608,2005,132.12254
608,2006,7149.8557
608,2007,155.17539
608,2008,9174.73347
608,2009,4442.99392
608,2010,1613.32646
608,2011,5847.54882
608,2012,5805.1474
608,2013,14506.55166
608,2014,9425.71558
608,2015,5954.80042
608,2016,8853.07609
608,2017,1295.38331
608,2018,5207.32918
608,2019,7669.59352
608,2020,3058.78045
616,2016,0.0
616,2017,0.0
616,2018,0.0
616,2019,0.0
620,2015,12.22234
620,2016,15.01144
620,2017,18.50431
620,2018,4.72587
620,2019,5.67747
620,2020,3995.18925
624,2017,183.79276
624,2018,0.48018
626,2006,22947.31498
626,2007,3522.04001
626,2008,159.17713
626,2009,220.79781
626,2010,2396.57911
626,2011,454.56424
626,2012,490.99649
626,2013,1167.01119
626,2014,491.76852
626,2015,762.10363
626,2016,93.90719
626,2017,0.0
634,2005,0.0
634,2006,0.0
634,2007,0.0
634,2008,0.0
634,2009,0.0
634,2010,0.0
634,2011,0.0
634,2012,0.0
634,2013,0.0
634,2014,0.0
634,2015,0.0
634,2016,0.0
634,2017,0.0
634,2018,0.0
634,2019,0.0
634,2020,5084.52086
642,2005,379.65418
642,2006,92.94814
642,2007,47.67515
642,2008,129.27262
642,2009,26.07595
642,2010,194.73573
642,2011,42.13068
642,2012,20.20801
642,2013,32.13275
642,2014,42.48465
642,2015,12.87009
642,2016,82.55322
642,2017,18.92147
642,2018,214.45288
642,2019,0.0
643,2009,2.11578
643,2010,2.0356
643,2011,16.60029
643,2012,66.49005
643,2013,147.57198
643,2014,90.39237
643,2015,14.20643
643,2016,89.39181
643,2017,24.797
643,2018,34.36147
643,2019,82.37868
643,2020,3392.23773
646,2016,65.4393
659,2005,4.26876
659,2006,59.15535
659,2007,8.37363
659,2008,510.6065
659,2010,10.20179
659,2011,24.27086
659,2012,16.03817
659,2013,69.54379
659,2014,0.0
662,2006,0.0
662,2007,23.76172
662,2008,21.13532
662,2009,0.60707
662,2010,8822.46486
662,2011,592.11548
662,2012,0.0
662,2013,18.7414
662,2014,0.0
670,2005,3182.74303
670,2006,74.58426
670,2007,129.01323
670,2008,11.99251
670,2009,9.23421
670,2010,6434.50951
670,2011,1709.82782
670,2012,180.42276
670,2013,18136.87583
670,2014,58.78679
682,2015,0.0
682,2016,0.0
682,2017,0.0
682,2018,0.0
682,2019,0.0
682,2020,0.0
686,2005,270.71837
686,2006,11.4652
686,2007,19.32904
686,2008,1790.19884
686,2009,1952.22703
686,2010,60.92375
686,2011,36.73522
686,2012,42.09076
686,2013,620.74742
686,2014,125.62604
686,2015,0.0209
688,2005,239.51825
688,2006,796.65992
688,2007,443.18431
688,2008,102.59554
688,2009,448.762
688,2010,1806.48915
688,2011,1955.24948
688,2012,2182.87948
688,2013,199.41247
688,2014,2995.84101
688,2015,265.70455
688,2016,266.46825
688,2017,11.94842
688,2018,248.61574
688,2019,18.19378
688,2020,10.71261
690,2005,36.0962
690,2006,0.0
690,2007,54.39488
690,2008,16.58375
690,2009,26.43521
690,2010,0.0
690,2011,0.0
690,2012,0.0
690,2013,1610.3301
690,2014,30.78099
690,2017,41.73492
690,2018,0.0
