stateID,countyID,RenewablesEmployment,RenewablesEmploymentPCTEmp,FossilEmployment,FossilEmploymentPCTEmp,EfficiencyEmployment,EfficiencyEmploymentPCTEmp,TransmissionEmployment,TransmissionEmploymentPCTEmp,MotorVehiclesEmployment,MotorVehiclesEmploymentPCTEmp
6,73,19071.63,1.26,5439.07,0.36,31788.48,2.11,12708.36,0.84,15186.1,1.01
6,75,19178.56,3.51,4076.76,0.75,18586.15,3.4,9040.48,1.65,3373.57,0.62
6,77,1373.01,0.46,494.46,0.16,3162.77,1.05,1900.94,0.63,3993.35,1.33
6,79,4983.67,3.68,588.52,0.44,2267.42,1.68,1543.02,1.14,1298.93,0.96
6,81,3807.25,0.88,1659.7,0.38,8929.15,2.06,2935.09,0.68,4214.14,0.97
6,83,1919.28,0.93,1085.57,0.53,3430.71,1.67,1019.5,0.5,1661.99,0.81
6,85,10076.79,1,5471.81,0.54,28616.89,2.85,8143.55,0.81,8892.8,0.89
6,87,751.23,0.56,277.37,0.21,1539.96,1.14,484.17,0.36,1077.44,0.8
6,89,1377.69,1.98,238.15,0.34,1063.73,1.53,270.22,0.39,1024.49,1.47
6,91,33.3,2.76,98.3,8.16,133.56,11.08,56.74,4.71,50.19,4.17
6,93,502.14,3.04,113.68,0.69,250.9,1.52,131.84,0.8,206.69,1.25
6,95,527.25,0.27,876.93,0.44,2216.69,1.12,2377.41,1.2,1786.12,0.9
6,97,4204.35,1.67,514.21,0.2,3934.3,1.57,1383.62,0.55,2307.83,0.92
6,99,971.42,0.43,395.76,0.18,2685.53,1.2,1097.31,0.49,2801.99,1.25
6,101,239.84,0.58,402.17,0.98,452.49,1.1,364.85,0.89,411.49,1
6,103,250.45,1.05,115.83,0.48,248.23,1.04,248.31,1.04,223.92,0.94
6,105,75.88,1.68,101.45,2.25,139.4,3.09,59.33,1.32,77.35,1.72
6,107,1123.9,0.61,566.28,0.31,1746.55,0.95,697.55,0.38,1494.37,0.82
6,109,208.31,1.03,132.04,0.65,327.36,1.62,171.75,0.85,300.3,1.49
6,111,2063.06,0.51,2687.19,0.66,5797.4,1.43,1480.69,0.37,3994.92,0.99
6,113,437.99,0.43,414.45,0.41,1364.5,1.35,892.59,0.88,1970.67,1.95
6,115,127.99,0.48,123.46,0.46,294.29,1.11,245.63,0.92,185.01,0.7
8,1,1297.95,0.51,2122.97,0.84,2943.24,1.16,3249.56,1.29,5675.75,2.25
8,3,150.06,1.91,23.67,0.3,69.72,0.89,49.47,0.63,76.5,0.97
8,5,2244.04,0.66,2654.7,0.78,4676.31,1.37,2259,0.66,3263.9,0.96
8,7,64.81,1.01,20.02,0.31,34.84,0.54,51.76,0.81,53.92,0.84
8,9,6.07,0.29,13.97,0.67,6.47,0.31,12.81,0.61,8,0.38
8,11,2.13,0.11,3.19,0.17,3.8,0.2,9.43,0.5,7.85,0.42
8,13,2520.59,1.38,1178.45,0.65,1964.26,1.08,996.85,0.55,1744.88,0.96
8,14,347.82,0.93,176.17,0.47,322.26,0.86,286.71,0.76,280.7,0.75
8,15,83.59,0.92,34.88,0.38,112.51,1.24,90.87,1,74.28,0.82
8,17,3.89,0.35,60.99,5.48,4.79,0.43,10.81,0.97,13.01,1.17
8,19,12.94,0.23,12.81,0.22,15.74,0.28,13.66,0.24,14.16,0.25
8,21,12.45,0.33,4.35,0.12,11.07,0.29,6.38,0.17,8.19,0.22
8,23,181.67,10.34,3.22,0.18,4.17,0.24,5.53,0.31,7.83,0.45
8,25,2.86,0.2,2.95,0.21,6.75,0.47,9.95,0.7,7.88,0.55
8,27,54.99,2.79,8.38,0.43,17.28,0.88,17.31,0.88,39.53,2.01
8,29,367.2,2.68,73.01,0.53,60.83,0.44,67.36,0.49,54.9,0.4
8,31,4125.53,1.06,10195.03,2.63,6761.68,1.74,5096.04,1.31,4066.85,1.05
8,33,6.73,0.61,8.69,0.79,4.11,0.38,4.06,0.37,12.95,1.18
8,35,685.42,0.38,1102.83,0.61,1629.18,0.9,984.14,0.55,1679.54,0.93
8,37,168.94,0.5,112,0.33,405.83,1.19,146.16,0.43,207.46,0.61
8,39,161.52,1.15,32.15,0.23,100.58,0.72,37.9,0.27,60.19,0.43
8,41,1375.56,0.44,1215.43,0.39,3112.67,0.99,1894.62,0.6,3585.57,1.14
8,43,74.16,0.52,32.08,0.22,95.36,0.67,93.3,0.65,104.11,0.73
8,45,256.67,0.84,843.85,2.76,443.72,1.45,749.44,2.45,264.39,0.86
8,47,5.21,0.15,4.74,0.13,10.75,0.3,7.97,0.23,8.19,0.23
8,49,75.52,0.81,24.23,0.26,83.98,0.9,119.77,1.28,38.48,0.41
8,51,38.68,0.37,28.3,0.27,102.79,0.98,80.67,0.77,55.4,0.53
8,53,2.31,0.5,3.29,0.71,8.2,1.78,3.81,0.83,12.92,2.8
8,55,4.93,0.2,5.8,0.24,9.6,0.4,37.47,1.56,7.88,0.33
8,57,133.07,14.13,18.11,1.92,6.99,0.74,21.64,2.3,2.86,0.3
8,59,2642.49,0.84,1346.1,0.43,2994.44,0.95,2972.79,0.95,2994.52,0.95
8,61,7.48,0.83,9.6,1.06,3.8,0.42,16.89,1.86,2.76,0.3
8,63,22.1,0.51,16.81,0.39,17.96,0.42,53.17,1.24,34.97,0.81
8,65,6.69,0.15,10.72,0.23,21.78,0.47,14.42,0.31,8.2,0.18
8,67,156.39,0.51,480.97,1.57,327.27,1.07,1472.64,4.81,229.86,0.75
8,69,861.51,0.45,927.21,0.49,1868.27,0.98,1134.65,0.6,1804.23,0.95
8,71,15.53,0.26,204.94,3.41,26.82,0.45,105.97,1.76,67.72,1.13
8,73,12.72,0.55,18.51,0.79,12.14,0.52,68.56,2.94,20.09,0.86
8,75,463.32,4.27,159.89,1.48,50.53,0.47,136.44,1.26,95.78,0.88
8,77,306.77,0.43,1434.98,2.03,651.58,0.92,630.37,0.89,974.99,1.38
8,79,1.35,0.3,2.67,0.59,5.45,1.2,3.81,0.84,2.59,0.57
8,81,61.88,0.87,323.28,4.57,26.93,0.38,216.46,3.06,69.91,0.99
8,83,73.9,0.6,210.89,1.71,47.15,0.38,153.83,1.25,93.98,0.76
8,85,204.33,1.02,74.13,0.37,155.93,0.78,271.76,1.35,191.44,0.95
8,87,87.13,0.57,406.67,2.68,56.95,0.37,234.29,1.54,128.2,0.84
8,89,30.98,0.39,9.97,0.13,20.09,0.25,134.07,1.69,46.65,0.59
8,91,65.37,2.98,13.86,0.63,26.75,1.22,13.24,0.6,8.91,0.41
8,93,70.06,0.69,18.58,0.18,38.67,0.38,21,0.21,23.45,0.23
8,95,15.29,0.6,12.76,0.5,8.49,0.34,61.24,2.42,32.67,1.29
8,97,52.97,0.5,49.96,0.47,151.35,1.42,42.39,0.4,74.16,0.7
8,99,60.27,1,75.19,1.25,28.08,0.47,35.72,0.59,187.32,3.11
8,101,318.14,0.44,274.32,0.38,722.34,1.01,1107.28,1.55,604.25,0.84
8,103,12.92,0.48,304.6,11.39,23.38,0.87,158.59,5.93,38.14,1.43
8,105,153.76,2.99,12.89,0.25,16.74,0.33,69.9,1.36,40.18,0.78
8,107,48.38,0.32,94.96,0.63,163.58,1.08,246.96,1.63,114.64,0.76
8,109,36.08,1.1,6.18,0.19,6.98,0.21,5.03,0.15,8.05,0.25
8,111,2.31,0.45,2.8,0.54,3.97,0.77,3.81,0.74,7.83,1.52
8,113,16.74,0.32,18.33,0.35,62.81,1.21,21.83,0.42,9.12,0.18
8,115,3.06,0.26,3.33,0.29,4.19,0.36,20.02,1.72,7.88,0.68
8,117,111.14,0.52,52.87,0.25,178.58,0.83,114.82,0.54,114.82,0.54
8,119,71.67,0.6,23.44,0.2,54.26,0.46,52.42,0.44,66.55,0.56
8,121,7.41,0.25,74.03,2.5,7.38,0.25,91.61,3.09,8.32,0.28
8,123,1304.4,0.85,7322.28,4.77,1199.77,0.78,2254.34,1.47,1303.35,0.85
